Test_Number,Unix_Test_Start_Time,Word,WPM,Error_Rate,Error_and_Backspace_Rate
801,1753157540,offspring,145.582442,0,0
801,1753157540,will,135.767654,0,0
801,1753157540,be,140.555991,0,0
801,1753157540,like,129.140054,0,0
801,1753157540,the,229.752687,0,0
801,1753157540,dust,189.390598,0,0
801,1753157540,of,240.905228,0,0
801,1753157540,the,228.89923,0,0
801,1753157540,earth,175.318482,0,0
801,1753157540,You,142.489331,0,0
801,1753157540,will,124.484948,0,0
801,1753157540,spread,41.450533,1,1.333333
801,1753157540,abroad,195.559309,0,0
801,1753157540,to,187.48983,0,0
801,1753157540,the,210.446286,0,0
801,1753157540,West,82.448922,0,0
801,1753157540,and,282.263465,0,0
801,1753157540,to,152.268238,0,0
801,1753157540,the,228.20368,0,0
801,1753157540,East,130.482476,0,0
801,1753157540,and,278.399039,0,0
801,1753157540,to,153.037872,0,0
801,1753157540,the,193.610941,0,0
801,1753157540,North,132.596554,0,0
801,1753157540,and,194.267859,0,0
801,1753157540,to,119.907048,0,0
801,1753157540,the,43.697719,0.666667,1.333333
801,1753157540,Meridian,147.036114,0,0
801,1753157540,And,148.206979,0,0
801,1753157540,in,128.769632,0,0
801,1753157540,you,77.054042,0,0
801,1753157540,and,229.87054,0,0
801,1753157540,in,153.085095,0,0
801,1753157540,your,124.760745,0,0
801,1753157540,offspring,27.234881,1.111111,2
801,1753157540,all,120.541047,0,0
801,1753157540,the,209.984657,0,0
801,1753157540,tribes,127.173002,0,0
801,1753157540,of,185.759411,0,0
801,1753157540,the,209.47452,0,0
801,1753157540,earth,193.880649,0,0
801,1753157540,shall,149.915344,0,0
801,1753157540,be,140.795126,0,0
801,1753157540,blessed,151.934848,0,0
802,1753159004,And,114.736264,0,0
802,1753159004,I,76.26083,0,0
802,1753159004,will,99.585785,0,0
802,1753159004,be,39.99572,0,0
802,1753159004,your,209.72212,0,0
802,1753159004,guardian,149.567531,0,0
802,1753159004,wherever,127.333014,0,0
802,1753159004,you,210.344857,0,0
802,1753159004,will,96.241666,0,0
802,1753159004,journey,141.013266,0,0
802,1753159004,and,253.509697,0,0
802,1753159004,I,84.384781,0,0
802,1753159004,will,129.30951,0,0
802,1753159004,bring,183.119713,0,0
802,1753159004,you,180.34359,0,0
802,1753159004,back,170.469614,0,0
802,1753159004,into,197.625795,0,0
802,1753159004,this,240.048994,0,0
802,1753159004,land,160.030667,0,0
802,1753159004,Neither,202.600999,0,0
802,1753159004,will,124.776258,0,0
802,1753159004,I,94.152196,0,0
802,1753159004,dismiss,118.319689,0,0
802,1753159004,you,179.679559,0,0
802,1753159004,until,210.290426,0,0
802,1753159004,I,26.243639,1,2
802,1753159004,have,197.612463,0,0
802,1753159004,accomplished,162.687416,0,0
802,1753159004,all,171.537515,0,0
802,1753159004,that,88.529146,0,0
802,1753159004,I,76.407338,0,0
802,1753159004,have,210.953862,0,0
802,1753159004,said,197.017546,0,0
803,1753159022,And,105.5223,0,0
803,1753159022,when,78.663734,0,0
803,1753159022,Jacob,127.083933,0,0
803,1753159022,had,127.835514,0,0
803,1753159022,awakened,160.369048,0,0
803,1753159022,from,159.990684,0,0
803,1753159022,sleep,121.015488,0,0
803,1753159022,he,152.640119,0,0
803,1753159022,said,197.437212,0,0
803,1753159022,Truly,97.6966,0,0
803,1753159022,the,210.77818,0,0
803,1753159022,Lord,121.17419,0,0
803,1753159022,is,168.21563,0,0
803,1753159022,in,185.336405,0,0
803,1753159022,this,177.394627,0,0
803,1753159022,place,87.977754,0,0
803,1753159022,and,229.737937,0,0
803,1753159022,I,120.210387,0,0
803,1753159022,did,134.459949,0,0
803,1753159022,not,125.962164,0,0
803,1753159022,know,167.917784,0,0
803,1753159022,it,167.668313,0,0
804,1753159814,And,110.056781,0,0
804,1753159814,being,191.263542,0,0
804,1753159814,terrified,62.817177,0.222222,0.444444
804,1753159814,he,140.281733,0,0
804,1753159814,said,200.82334,0,0
804,1753159814,How,105.106929,0,0
804,1753159814,terrible,165.004079,0,0
804,1753159814,this,223.666088,0,0
804,1753159814,place,174.614553,0,0
804,1753159814,is,142.617554,0,0
804,1753159814,This,39.197354,0.5,1
804,1753159814,is,239.042396,0,0
804,1753159814,nothing,195.660262,0,0
804,1753159814,other,151.64735,0,0
804,1753159814,than,198.28292,0,0
804,1753159814,the,229.16573,0,0
804,1753159814,house,176.954759,0,0
804,1753159814,of,140.891829,0,0
804,1753159814,God,109.716738,0,0
804,1753159814,and,230.214106,0,0
804,1753159814,the,228.550994,0,0
804,1753159814,gateway,131.574356,0,0
804,1753159814,of,140.878705,0,0
804,1753159814,heaven,175.818541,0,0
805,1753159828,Therefore,90.472939,0,0
805,1753159828,Jacob,110.729928,0,0
805,1753159828,arising,60.872434,0.142857,0.428571
805,1753159828,in,157.289597,0,0
805,1753159828,the,229.654996,0,0
805,1753159828,morning,154.767246,0,0
805,1753159828,took,141.757114,0,0
805,1753159828,the,229.97836,0,0
805,1753159828,stone,167.589473,0,0
805,1753159828,which,33.52086,0.8,1.4
805,1753159828,he,104.949077,0,0
805,1753159828,had,147.98066,0,0
805,1753159828,placed,188.574665,0,0
805,1753159828,under,161.751519,0,0
805,1753159828,his,168.68876,0,0
805,1753159828,head,178.937887,0,0
805,1753159828,and,279.177879,0,0
805,1753159828,he,93.183266,0,0
805,1753159828,set,132.517942,0,0
805,1753159828,it,81.127136,0,0
805,1753159828,up,88.395589,0,0
805,1753159828,as,152.789268,0,0
805,1753159828,monument,116.470025,0,0
805,1753159828,pouring,159.242124,0,0
805,1753159828,oil,42.926484,0.333333,0.666667
805,1753159828,over,135.794781,0,0
805,1753159828,it,112.218111,0,0
806,1753159872,And,76.769396,0,0
806,1753159872,he,152.904009,0,0
806,1753159872,called,141.201709,0,0
806,1753159872,the,252.503677,0,0
806,1753159872,name,153.057232,0,0
806,1753159872,of,187.365396,0,0
806,1753159872,the,228.719988,0,0
806,1753159872,city,140.218207,0,0
806,1753159872,Bethel,130.236357,0,0
806,1753159872,which,168.061114,0,0
806,1753159872,before,130.189028,0,0
806,1753159872,was,180.005448,0,0
806,1753159872,called,42.863531,0.5,0.666667
806,1753159872,Luz,24.624765,0.666667,1.333333
807,1753160243,And,102.131567,0,0
807,1753160243,then,176.595823,0,0
807,1753160243,he,119.778408,0,0
807,1753160243,made,148.282908,0,0
807,1753160243,a,105.209733,0,0
807,1753160243,vow,126.605595,0,0
807,1753160243,saying,186.811138,0,0
807,1753160243,If,84.385525,0,0
807,1753160243,God,100.995578,0,0
807,1753160243,will,135.949749,0,0
807,1753160243,be,152.806537,0,0
807,1753160243,with,160.330189,0,0
807,1753160243,me,152.957734,0,0
807,1753160243,and,279.296628,0,0
807,1753160243,will,129.006837,0,0
807,1753160243,guard,209.780699,0,0
807,1753160243,me,140.044468,0,0
807,1753160243,along,193.571445,0,0
807,1753160243,the,229.140589,0,0
807,1753160243,way,157.307,0,0
807,1753160243,by,74.096213,0,0
807,1753160243,which,182.671519,0,0
807,1753160243,I,105.45634,0,0
807,1753160243,walk,152.647878,0,0
807,1753160243,and,259.412365,0,0
807,1753160243,will,119.951626,0,0
807,1753160243,give,160.301275,0,0
807,1753160243,me,129.967638,0,0
807,1753160243,bread,103.084042,0,0
807,1753160243,to,152.577238,0,0
807,1753160243,eat,126.236619,0,0
807,1753160243,and,160.135898,0,0
807,1753160243,clothing,223.721929,0,0
807,1753160243,to,139.244293,0,0
807,1753160243,wear,162.253704,0,0
808,1753162693,and,45.345376,0,0
808,1753162693,if,60.662372,0,0
808,1753162693,I,93.982379,0,0
808,1753162693,will,129.398087,0,0
808,1753162693,return,137.047312,0,0
808,1753162693,prosperously,142.613267,0,0
808,1753162693,to,167.396465,0,0
808,1753162693,my,128.688688,0,0
808,1753162693,father,174.053869,0,0
808,1753162693,s,146.256729,0,0
808,1753162693,house,190.856353,0,0
808,1753162693,then,197.486782,0,0
808,1753162693,the,209.135564,0,0
808,1753162693,Lord,117.030267,0,0
808,1753162693,will,119.939102,0,0
808,1753162693,be,119.828682,0,0
808,1753162693,my,122.247303,0,0
808,1753162693,God,109.713672,0,0
809,1753162700,and,54.077315,0,0
809,1753162700,this,240.505147,0,0
809,1753162700,stone,140.102554,0,0
809,1753162700,which,193.82166,0,0
809,1753162700,I,104.702415,0,0
809,1753162700,have,168.770463,0,0
809,1753162700,set,179.939201,0,0
809,1753162700,up,129.101525,0,0
809,1753162700,as,138.786273,0,0
809,1753162700,a,170.445805,0,0
809,1753162700,monument,143.392464,0,0
809,1753162700,will,129.573014,0,0
809,1753162700,be,139.598927,0,0
809,1753162700,called,130.127207,0,0
809,1753162700,the,120.064649,0,0
809,1753162700,House,144.637857,0,0
809,1753162700,of,185.301998,0,0
809,1753162700,God,104.749374,0,0
809,1753162700,And,42.21943,0.333333,0.666667
809,1753162700,from,160.783906,0,0
809,1753162700,all,160.817714,0,0
809,1753162700,the,179.857291,0,0
809,1753162700,things,228.577698,0,0
809,1753162700,that,152.737169,0,0
809,1753162700,you,171.244382,0,0
809,1753162700,will,120.300749,0,0
809,1753162700,give,177.652616,0,0
809,1753162700,to,168.790521,0,0
809,1753162700,me,132.04342,0,0
809,1753162700,I,92.88909,0,0
809,1753162700,will,119.816685,0,0
809,1753162700,offer,151.344148,0,0
809,1753162700,tithes,107.295089,0,0
809,1753162700,to,70.686295,0,0
809,1753162700,you,157.343179,0,0
810,1753162714,And,44.078473,0,0
810,1753162714,so,32.506057,0.5,1
810,1753162714,Jacob,116.918832,0,0
810,1753162714,setting,152.080769,0,0
810,1753162714,out,229.683905,0,0
810,1753162714,arrived,155.14256,0,0
810,1753162714,in,217.257622,0,0
810,1753162714,the,229.251581,0,0
810,1753162714,eastern,167.993956,0,0
810,1753162714,land,186.507616,0,0
811,1753162719,And,38.499828,0,0
811,1753162719,he,140.460306,0,0
811,1753162719,saw,168.820345,0,0
811,1753162719,a,277.361703,0,0
811,1753162719,well,115.948621,0,0
811,1753162719,in,186.186264,0,0
811,1753162719,a,170.127642,0,0
811,1753162719,field,190.908945,0,0
811,1753162719,and,251.880196,0,0
811,1753162719,also,135.628965,0,0
811,1753162719,three,155.359047,0,0
811,1753162719,flocks,168.042921,0,0
811,1753162719,of,155.605469,0,0
811,1753162719,sheep,150.5147,0,0
811,1753162719,reclining,149.397449,0,0
811,1753162719,near,153.089499,0,0
811,1753162719,it,151.786327,0,0
811,1753162719,For,119.978038,0,0
811,1753162719,the,234.314264,0,0
811,1753162719,animals,128.061646,0,0
811,1753162719,were,30.996584,1.25,1.75
811,1753162719,watered,143.546711,0,0
811,1753162719,from,78.695512,0,0
811,1753162719,it,209.980209,0,0
811,1753162719,and,252.935815,0,0
811,1753162719,its,210.988093,0,0
811,1753162719,mouth,203.092954,0,0
811,1753162719,was,125.901839,0,0
811,1753162719,closed,152.862954,0,0
811,1753162719,with,154.55458,0,0
811,1753162719,a,206.653136,0,0
811,1753162719,great,210.313355,0,0
811,1753162719,stone,105.938116,0,0
812,1753162733,And,60.976346,0,0
812,1753162733,the,43.665766,0.666667,1.333333
812,1753162733,custom,157.614827,0,0
812,1753162733,was,98.204607,0,0
812,1753162733,when,186.981374,0,0
812,1753162733,all,119.963287,0,0
812,1753162733,the,233.94377,0,0
812,1753162733,sheep,161.585426,0,0
812,1753162733,were,129.512556,0,0
812,1753162733,gathered,187.822831,0,0
812,1753162733,together,172.25021,0,0
812,1753162733,to,156.101352,0,0
812,1753162733,roll,124.320368,0,0
812,1753162733,away,177.54241,0,0
812,1753162733,the,229.150517,0,0
812,1753162733,stone,105.103934,0,0
812,1753162733,And,148.498806,0,0
812,1753162733,when,179.130077,0,0
812,1753162733,the,229.711762,0,0
812,1753162733,flocks,123.012379,0,0
812,1753162733,had,142.12974,0,0
812,1753162733,been,146.095208,0,0
812,1753162733,refreshed,122.383787,0,0
812,1753162733,they,223.104205,0,0
812,1753162733,placed,37.521594,1,1.166667
812,1753162733,it,210.452163,0,0
812,1753162733,over,176.765084,0,0
812,1753162733,the,208.631282,0,0
812,1753162733,mouth,44.50975,1.2,1.6
812,1753162733,of,151.845822,0,0
812,1753162733,the,179.983003,0,0
812,1753162733,well,129.296209,0,0
812,1753162733,again,192.46102,0,0
813,1753162749,And,67.302467,0,0
813,1753162749,he,20.582527,2,3
813,1753162749,said,32.184022,1.75,2.25
813,1753162749,to,152.03164,0,0
813,1753162749,the,179.920553,0,0
813,1753162749,shepherds,131.176491,0,0
813,1753162749,Brothers,129.98619,0,0
813,1753162749,where,69.249042,0.2,0.4
813,1753162749,are,167.962877,0,0
813,1753162749,you,168.490839,0,0
813,1753162749,from,159.899789,0,0
813,1753162749,And,120.003805,0,0
813,1753162749,they,196.956959,0,0
813,1753162749,answered,135.248901,0,0
813,1753162749,From,82.651845,0,0
813,1753162749,Haran,127.179715,0,0
814,1753162760,And,26.72865,0,0
814,1753162760,questioning,188.689837,0,0
814,1753162760,them,159.685588,0,0
814,1753162760,he,104.921762,0,0
814,1753162760,said,160.923676,0,0
814,1753162760,Do,70.121247,0,0
814,1753162760,you,147.894853,0,0
814,1753162760,know,162.121834,0,0
814,1753162760,Laban,116.864698,0,0
814,1753162760,the,252.874544,0,0
814,1753162760,son,150.760347,0,0
814,1753162760,of,186.432327,0,0
814,1753162760,Nahor,95.529541,0,0
814,1753162760,They,129.362814,0,0
814,1753162760,said,197.095121,0,0
814,1753162760,We,76.312387,0,0
814,1753162760,know,186.436573,0,0
814,1753162760,him,134.88002,0,0
815,1753162769,He,32.868518,0,0
815,1753162769,said,200.765082,0,0
815,1753162769,Is,70.286399,0,0
815,1753162769,he,104.907592,0,0
815,1753162769,well,96.001164,0,0
815,1753162769,He,67.931295,0,0
815,1753162769,is,240.234503,0,0
815,1753162769,very,119.984164,0,0
815,1753162769,well,130.565479,0,0
815,1753162769,they,209.96981,0,0
815,1753162769,said,154.878612,0,0
815,1753162769,And,82.082748,0,0
815,1753162769,behold,143.867492,0,0
815,1753162769,his,157.110574,0,0
815,1753162769,daughter,173.40105,0,0
815,1753162769,Rachel,148.231213,0,0
815,1753162769,approaches,165.856235,0,0
815,1753162769,with,134.273366,0,0
815,1753162769,his,70.581562,0,0
815,1753162769,flock,182.677829,0,0
816,1753162782,And,32.568593,0,0
816,1753162782,Jacob,123.55493,0,0
816,1753162782,said,197.28288,0,0
816,1753162782,There,23.043404,1.4,2
816,1753162782,is,152.265462,0,0
816,1753162782,still,38.281399,0.6,1
816,1753162782,much,170.14757,0,0
816,1753162782,daylight,84.339373,0,0
816,1753162782,remaining,148.352736,0,0
816,1753162782,and,209.769903,0,0
816,1753162782,it,21.605673,1.5,3
816,1753162782,is,212.18532,0,0
816,1753162782,not,87.795819,0,0
816,1753162782,time,124.472683,0,0
816,1753162782,to,152.73492,0,0
816,1753162782,return,141.224638,0,0
816,1753162782,the,38.220817,0.333333,1
816,1753162782,flocks,152.911473,0,0
816,1753162782,to,185.704069,0,0
816,1753162782,the,209.162036,0,0
816,1753162782,sheepfold,148.961249,0,0
816,1753162782,Give,140.170734,0,0
816,1753162782,the,199.397709,0,0
816,1753162782,sheep,57.04455,0.4,0.8
816,1753162782,to,152.856658,0,0
816,1753162782,drink,174.597947,0,0
816,1753162782,first,163.158798,0,0
816,1753162782,and,211.011487,0,0
816,1753162782,then,210.654359,0,0
816,1753162782,lead,177.250887,0,0
816,1753162782,them,179.80355,0,0
816,1753162782,back,159.791992,0,0
816,1753162782,to,111.889175,0,0
816,1753162782,pasture,185.322915,0,0
817,1753162803,They,44.941397,0,0
817,1753162803,responded,184.892905,0,0
817,1753162803,We,76.496809,0,0
817,1753162803,cannot,140.153792,0,0
817,1753162803,until,182.992685,0,0
817,1753162803,all,126.029894,0,0
817,1753162803,the,209.662224,0,0
817,1753162803,animals,152.030984,0,0
817,1753162803,are,195.62982,0,0
817,1753162803,gathered,178.439896,0,0
817,1753162803,together,168.191773,0,0
817,1753162803,and,229.463144,0,0
817,1753162803,we,107.036713,0,0
817,1753162803,remove,162.826752,0,0
817,1753162803,the,193.670555,0,0
817,1753162803,stone,156.850782,0,0
817,1753162803,from,168.42643,0,0
817,1753162803,the,229.153684,0,0
817,1753162803,mouth,48.478809,0.6,0.8
817,1753162803,of,167.611325,0,0
817,1753162803,the,180.066774,0,0
817,1753162803,well,121.04396,0,0
817,1753162803,so,153.33566,0,0
817,1753162803,that,167.480318,0,0
817,1753162803,we,122.319664,0,0
817,1753162803,may,167.708464,0,0
817,1753162803,water,145.044826,0,0
817,1753162803,the,168.588587,0,0
817,1753162803,flocks,51.208853,0.333333,0.666667
818,1753162817,They,32.46003,0.25,0.5
818,1753162817,were,154.89949,0,0
818,1753162817,still,32.412085,0.8,1.6
818,1753162817,speaking,153.662576,0,0
818,1753162817,and,253.983669,0,0
818,1753162817,behold,159.163313,0,0
818,1753162817,Rachel,65.781622,0.333333,0.666667
818,1753162817,arrived,147.029385,0,0
818,1753162817,with,161.977315,0,0
818,1753162817,her,119.856701,0,0
818,1753162817,father,173.967471,0,0
818,1753162817,s,209.422483,0,0
818,1753162817,sheep,161.58569,0,0
818,1753162817,for,109.904072,0,0
818,1753162817,she,25.103,1.333333,2.666667
818,1753162817,pastured,181.693873,0,0
818,1753162817,the,193.209902,0,0
818,1753162817,flock,170.209642,0,0
819,1753325155,When,102.10324,0,0
819,1753325155,Jacob,140.796922,0,0
819,1753325155,had,148.568678,0,0
819,1753325155,seen,174.322718,0,0
819,1753325155,her,160.16178,0,0
819,1753325155,and,230.268958,0,0
819,1753325155,he,139.77465,0,0
819,1753325155,realized,168.007392,0,0
819,1753325155,that,190.672724,0,0
819,1753325155,she,227.343247,0,0
819,1753325155,was,179.494796,0,0
819,1753325155,his,140.217254,0,0
819,1753325155,maternal,132.628114,0,0
819,1753325155,first,135.651408,0,0
819,1753325155,cousin,143.905432,0,0
819,1753325155,and,315.507487,0,0
819,1753325155,that,175.349845,0,0
819,1753325155,these,169.579492,0,0
819,1753325155,were,168.156001,0,0
819,1753325155,the,25.233108,1.333333,2.666667
819,1753325155,sheep,156.762935,0,0
819,1753325155,of,186.38907,0,0
819,1753325155,his,140.129606,0,0
819,1753325155,uncle,171.723033,0,0
819,1753325155,Laban,136.056888,0,0
819,1753325155,he,152.852457,0,0
819,1753325155,removed,174.387713,0,0
819,1753325155,the,209.38074,0,0
819,1753325155,stone,159.474964,0,0
819,1753325155,which,194.235322,0,0
819,1753325155,closed,96.845743,0,0
819,1753325155,the,193.376824,0,0
819,1753325155,well,130.042439,0,0
820,1753325170,And,84.031292,0,0
820,1753325170,having,60.963582,0.666667,0.833333
820,1753325170,watered,155.39133,0,0
820,1753325170,the,227.061759,0,0
820,1753325170,flock,175.418786,0,0
820,1753325170,he,191.995125,0,0
820,1753325170,kissed,135.791349,0,0
820,1753325170,her,139.580828,0,0
820,1753325170,And,138.692789,0,0
820,1753325170,lifting,154.916567,0,0
820,1753325170,up,101.380007,0,0
820,1753325170,his,157.644235,0,0
820,1753325170,voice,167.632715,0,0
820,1753325170,he,88.477697,0,0
820,1753325170,wept,111.934636,0,0
821,1753406141,And,98.122847,0,0
821,1753406141,he,135.222241,0,0
821,1753406141,revealed,149.849891,0,0
821,1753406141,to,155.967554,0,0
821,1753406141,her,190.994708,0,0
821,1753406141,that,200.068465,0,0
821,1753406141,he,142.739356,0,0
821,1753406141,was,153.789106,0,0
821,1753406141,a,165.574263,0,0
821,1753406141,brother,206.598194,0,0
821,1753406141,of,221.604942,0,0
821,1753406141,her,148.265216,0,0
821,1753406141,father,196.990835,0,0
821,1753406141,and,238.148469,0,0
821,1753406141,the,239.238486,0,0
821,1753406141,son,171.650365,0,0
821,1753406141,of,165.061863,0,0
821,1753406141,Rebekah,32.904064,0.714286,1.428571
821,1753406141,And,117.996575,0,0
821,1753406141,so,185.161353,0,0
821,1753406141,hurrying,93.013659,0.125,0.25
821,1753406141,she,195.776506,0,0
821,1753406141,announced,31.453046,1.111111,1.444444
821,1753406141,it,175.914314,0,0
821,1753406141,to,167.543462,0,0
821,1753406141,her,189.381459,0,0
821,1753406141,father,209.902914,0,0
822,1753406156,And,104.531248,0,0
822,1753406156,when,201.989938,0,0
822,1753406156,he,176.460036,0,0
822,1753406156,had,109.570257,0,0
822,1753406156,heard,208.357343,0,0
822,1753406156,that,199.967418,0,0
822,1753406156,Jacob,131.490813,0,0
822,1753406156,his,167.502539,0,0
822,1753406156,sister,138.712065,0,0
822,1753406156,s,187.407301,0,0
822,1753406156,son,155.207876,0,0
822,1753406156,had,99.956826,0,0
822,1753406156,arrived,138.529914,0,0
822,1753406156,he,124.26033,0,0
822,1753406156,ran,95.840243,0,0
822,1753406156,to,49.941571,0,0
822,1753406156,meet,130.730804,0,0
822,1753406156,him,136.846675,0,0
822,1753406156,And,140.217661,0,0
822,1753406156,embracing,125.157564,0,0
822,1753406156,him,127.845402,0,0
822,1753406156,and,215.609028,0,0
822,1753406156,kissing,110.259163,0,0
822,1753406156,him,121.301733,0,0
822,1753406156,heartily,136.274998,0,0
822,1753406156,he,143.366844,0,0
822,1753406156,brought,208.30206,0,0
822,1753406156,him,29.828764,1,1.333333
822,1753406156,into,215.121986,0,0
822,1753406156,his,145.131988,0,0
822,1753406156,house,191.955215,0,0
822,1753406156,But,132.836012,0,0
822,1753406156,when,177.119604,0,0
822,1753406156,he,158.042791,0,0
822,1753406156,had,36.238162,1.666667,2
822,1753406156,heard,212.356218,0,0
822,1753406156,the,236.95875,0,0
822,1753406156,reasons,224.379994,0,0
822,1753406156,for,93.945361,0,0
822,1753406156,his,93.749358,0,0
822,1753406156,journey,126.321505,0,0
823,1753406176,he,71.268977,0,0
823,1753406176,responded,142.25471,0,0
823,1753406176,You,86.360761,0,0
823,1753406176,are,180.448022,0,0
823,1753406176,my,124.387143,0,0
823,1753406176,bone,49.12542,0.5,1
823,1753406176,and,263.820514,0,0
823,1753406176,my,111.501449,0,0
823,1753406176,flesh,174.175877,0,0
823,1753406176,And,137.028153,0,0
823,1753406176,after,156.414047,0,0
823,1753406176,the,236.581781,0,0
823,1753406176,days,208.748808,0,0
823,1753406176,of,198.526766,0,0
823,1753406176,one,144.928194,0,0
823,1753406176,month,111.936556,0,0
823,1753406176,were,145.63974,0,0
823,1753406176,completed,149.989814,0,0
824,1753406185,he,91.134036,0,0
824,1753406185,said,200.087512,0,0
824,1753406185,to,177.146501,0,0
824,1753406185,him,35.46428,0.666667,1.333333
824,1753406185,Though,116.86402,0,0
824,1753406185,you,187.488442,0,0
824,1753406185,are,196.469633,0,0
824,1753406185,my,104.707196,0,0
824,1753406185,brother,184.814263,0,0
824,1753406185,will,127.881493,0,0
824,1753406185,you,136.781226,0,0
824,1753406185,serve,133.768075,0,0
824,1753406185,me,136.27119,0,0
824,1753406185,for,174.077081,0,0
824,1753406185,nothing,201.953516,0,0
824,1753406185,Tell,44.427537,0.25,0.5
824,1753406185,me,131.347009,0,0
824,1753406185,what,175.984031,0,0
824,1753406185,wages,161.001922,0,0
824,1753406185,you,83.271982,0,0
824,1753406185,would,235.872702,0,0
824,1753406185,accept,145.494768,0,0
825,1753406196,In,51.71621,0,0
825,1753406196,truth,147.140327,0,0
825,1753406196,he,187.953161,0,0
825,1753406196,had,140.323863,0,0
825,1753406196,two,122.097031,0,0
825,1753406196,daughters,166.599644,0,0
825,1753406196,the,173.210308,0,0
825,1753406196,name,214.630703,0,0
825,1753406196,of,167.935125,0,0
825,1753406196,the,252.672508,0,0
825,1753406196,elder,163.268344,0,0
825,1753406196,was,118.720469,0,0
825,1753406196,Leah,136.025684,0,0
825,1753406196,and,58.497484,0.333333,0.666667
825,1753406196,truly,101.390966,0,0
825,1753406196,the,227.888608,0,0
825,1753406196,younger,178.459102,0,0
825,1753406196,was,98.175769,0,0
825,1753406196,called,143.51226,0,0
825,1753406196,Rachel,167.82,0,0
826,1753406206,But,75.019559,0,0
826,1753406206,while,187.3188,0,0
826,1753406206,Leah,150.259063,0,0
826,1753406206,was,154.712123,0,0
826,1753406206,bleary,104.935225,0,0
826,1753406206,eyed,100.412456,0,0
826,1753406206,Rachel,159.284616,0,0
826,1753406206,had,131.113568,0,0
826,1753406206,an,200.022011,0,0
826,1753406206,elegant,45.856304,0.571429,1.142857
826,1753406206,appearance,135.199632,0,0
826,1753406206,and,236.098567,0,0
826,1753406206,was,145.574249,0,0
826,1753406206,attractive,124.93473,0,0
826,1753406206,to,126.366798,0,0
826,1753406206,behold,166.618974,0,0
827,1753406216,And,75.254212,0,0
827,1753406216,Jacob,118.65398,0,0
827,1753406216,loving,102.261854,0,0
827,1753406216,her,139.781979,0,0
827,1753406216,said,165.781992,0,0
827,1753406216,I,64.676348,0,0
827,1753406216,will,113.240266,0,0
827,1753406216,serve,107.11321,0,0
827,1753406216,you,172.8858,0,0
827,1753406216,for,187.7903,0,0
827,1753406216,seven,96.321288,0,0
827,1753406216,years,166.238039,0,0
827,1753406216,for,166.38914,0,0
827,1753406216,your,208.356843,0,0
827,1753406216,younger,163.255145,0,0
827,1753406216,daughter,185.080257,0,0
827,1753406216,Rachel,149.826703,0,0
828,1753406225,Laban,88.314439,0,0
828,1753406225,responded,63.115648,0.333333,0.666667
828,1753406225,It,68.235953,0,0
828,1753406225,is,209.222746,0,0
828,1753406225,better,128.915974,0,0
828,1753406225,that,162.882607,0,0
828,1753406225,I,107.30532,0,0
828,1753406225,give,175.94571,0,0
828,1753406225,her,168.18857,0,0
828,1753406225,to,168.383912,0,0
828,1753406225,you,172.983833,0,0
828,1753406225,than,31.844656,1.25,1.75
828,1753406225,to,141.361674,0,0
828,1753406225,another,199.411772,0,0
828,1753406225,man,139.927183,0,0
828,1753406225,remain,52.609734,0.5,0.666667
828,1753406225,with,146.331691,0,0
828,1753406225,me,124.603583,0,0
829,1753406236,Therefore,113.9814,0,0
829,1753406236,Jacob,97.219303,0,0
829,1753406236,served,138.116137,0,0
829,1753406236,for,141.432993,0,0
829,1753406236,seven,115.073768,0,0
829,1753406236,years,187.495524,0,0
829,1753406236,for,168.862911,0,0
829,1753406236,Rachel,140.647589,0,0
829,1753406236,And,133.064197,0,0
829,1753406236,these,191.400814,0,0
829,1753406236,seemed,89.973179,0,0
829,1753406236,like,145.938445,0,0
829,1753406236,only,182.312357,0,0
829,1753406236,a,204.984341,0,0
829,1753406236,few,125.30082,0,0
829,1753406236,days,177.720604,0,0
829,1753406236,because,40.076376,1,1.428571
829,1753406236,of,200.689551,0,0
829,1753406236,the,283.856924,0,0
829,1753406236,greatness,162.885957,0,0
829,1753406236,of,186.922417,0,0
829,1753406236,love,167.339474,0,0
830,1753406248,And,15.415362,2.666667,4
830,1753406248,he,161.31983,0,0
830,1753406248,said,207.392069,0,0
830,1753406248,to,176.676395,0,0
830,1753406248,Laban,138.59721,0,0
830,1753406248,Give,111.179862,0,0
830,1753406248,my,94.250219,0,0
830,1753406248,wife,157.999177,0,0
830,1753406248,to,143.836733,0,0
830,1753406248,me,149.739154,0,0
830,1753406248,For,133.06088,0,0
830,1753406248,now,128.291235,0,0
830,1753406248,the,204.47774,0,0
830,1753406248,time,155.70258,0,0
830,1753406248,has,176.854944,0,0
830,1753406248,been,123.155748,0,0
830,1753406248,fulfilled,127.178488,0,0
830,1753406248,so,43.508564,0.5,1
830,1753406248,that,161.813707,0,0
830,1753406248,I,124.140422,0,0
830,1753406248,may,146.509466,0,0
830,1753406248,go,141.137151,0,0
830,1753406248,in,177.990149,0,0
830,1753406248,to,150.19013,0,0
830,1753406248,her,166.941675,0,0
831,1753406268,And,80.659409,0,0
831,1753406268,he,157.914154,0,0
831,1753406268,having,155.663116,0,0
831,1753406268,called,75.541656,0,0
831,1753406268,a,250.619736,0,0
831,1753406268,great,47.153391,1.4,1.8
831,1753406268,crowd,136.287557,0,0
831,1753406268,of,199.138228,0,0
